query,mode,repeats,transfers,executed_bytes_cv,executed_files_cv,executed_bytes_max_min,peak_buffer_cv,queue_wait_p50_ms,queue_wait_p95_ms,queue_wait_max_ms,enqueue_demand_p50_mib,enqueue_demand_p95_mib,max_total_queue_mib,max_total_queue_depth,adaptive_limit_changes
q32,selective-base,3,560.0,0.08111618793997223,0.10422150249363732,1.406977331710342,0.04007584260192889,27.865462,226.26550885,391.487249,7.224609375,8.64453125,238.1875,47.0,0.0
q32,selective-gate,3,0.0,0.25177177174280374,0.25194373771272077,1.938415896552123,0.026458358726107214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q32,selective-gate-cost,3,0.0,0.16933879001238014,0.17244578518515608,1.9116684239594317,0.026033489267743348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q33,selective-all,3,0.0,0.07640961814352334,0.07640489198690913,1.451272496925886,0.0005535971803382433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q33,selective-base,3,78.0,0.10328094752155081,0.10329944998492248,1.5276179654805437,0.0006058091756572162,147.7816215,358.9774656999999,547.290445,2.99609375,3.0,227.71875,76.0,0.0
q33,selective-gate,3,0.0,0.07727061773921666,0.07727466927602311,1.5161170897525431,0.0005770146050600579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q33,selective-gate-cost,3,0.0,0.10159749922893069,0.10159704941197234,1.5114337705663812,0.0005458011747925896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q34,selective-all,3,197.0,0.05794027297602758,0.08916181414463537,1.4331410981219614,0.1049272937990768,169.848189,940.5142657999997,1449.565208,36.73046875,71.23046875,920.4765625,17.0,168.0
q34,selective-base,3,842.0,0.07932959984918889,0.1303201342937604,1.5670881319937924,0.1466090607702679,110.729367,649.585605,1633.443026,24.484375,70.55859375,1410.4140625,52.0,0.0
q34,selective-gate,3,324.0,0.05457255460344869,0.10648096449967595,1.3324399363722073,0.11472679950746716,166.6251355,1024.0021753499993,1853.246218,37.1328125,70.6953125,1687.5625,25.0,0.0
q34,selective-gate-cost,3,380.0,0.06256566675013206,0.12569630283693708,1.4904160718865018,0.134831933574951,192.13453,1101.3145425499995,1821.093767,36.73046875,71.23046875,1901.8671875,27.0,0.0
q35,selective-all,3,207.0,0.04848498838101269,0.08368496775481843,1.3525034277193626,0.10958326591662788,149.530639,753.100242,1640.69379,35.0546875,70.6953125,848.6328125,20.0,182.0
q35,selective-base,3,834.0,0.06505743061402476,0.12517809578381714,1.4068366429680477,0.12869247489754596,104.7142205,741.6497202999989,1441.587072,24.484375,70.55859375,1831.44921875,46.0,0.0
q35,selective-gate,3,348.0,0.05909065329701835,0.10042785666602294,1.3680767532568967,0.13619188116252337,164.8004865,922.8490667499996,1595.768515,36.73046875,70.95703125,1487.109375,22.0,0.0
q35,selective-gate-cost,3,376.0,0.0646381594686622,0.10279302627124079,1.4353668014057177,0.11826870873712622,156.5877965,884.8683384499999,1454.941709,36.546875,70.95703125,2185.01953125,31.0,0.0
q36,selective-all,3,0.0,0.046591633867035485,0.046604034537325735,1.4306465394474508,0.002282855995970545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q36,selective-base,3,82.0,0.0430222166501635,0.04305034865748767,1.2879473316414727,0.0020815436695489843,95.436516,144.05686825,278.160517,0.6015625,0.6015625,43.23828125,72.0,0.0
q36,selective-gate,3,0.0,0.04428270317483948,0.04430796543265387,1.2987387252516935,0.0022822409195874193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q36,selective-gate-cost,3,0.0,0.03666173971272983,0.03667717060720469,1.2210996902281048,0.002425222312045271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q37,selective-all,3,281.0,0.38709099276073305,0.43743686765474366,4.929969853595684,0.12640678439418568,15.833602,720.1193487999999,994.128487,37.26953125,73.01171875,950.80859375,36.0,212.0
